AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
284;750;KILLARNEY ST AND E 41ST AV;"{""coordinates"": [-123.04592047093283, 49.232971238404716], ""type"": ""Point""}";Renfrew-Collingwood
194;717;SOPHIA ST AND E 28TH AV;"{""coordinates"": [-123.09918691517045, 49.24568408065245], ""type"": ""Point""}";Riley Park
195;717;E 28TH AV AND SOPHIA ST;"{""coordinates"": [-123.09861006941057, 49.245676946499614], ""type"": ""Point""}";Riley Park
196;717;JOHN ST AND E 28TH AV;"{""coordinates"": [-123.09737665989809, 49.245662116101734], ""type"": ""Point""}";Riley Park
191;713;MAIN ST AND E 26TH AV;"{""coordinates"": [-123.10114094611686, 49.247583969631314], ""type"": ""Point""}";Riley Park
191;713;WATSON ST AND E 26TH AV;"{""coordinates"": [-123.10049938226113, 49.247573411398754], ""type"": ""Point""}";Riley Park
114;603;CARDERO ST AND HARO ST;"{""coordinates"": [-123.13335224349674, 49.28873835866719], ""type"": ""Point""}";West End
109;609;PENDRELL ST AND GILFORD ST;"{""coordinates"": [-123.1423193052541, 49.28897548861225], ""type"": ""Point""}";West End
210;710;FRASER ST AND E KING EDWARD AV;"{""coordinates"": [-123.09015711092384, 49.248642653619356], ""type"": ""Point""}";Riley Park
117;617;JERVIS ST AND PACIFIC ST;"{""coordinates"": [-123.13812011992879, 49.28068967786794], ""type"": ""Point""}";West End
117;615;HARWOOD ST AND JERVIS ST;"{""coordinates"": [-123.13706404218087, 49.281393333030515], ""type"": ""Point""}";West End
116;615;BROUGHTON ST AND HARWOOD ST;"{""coordinates"": [-123.13843309072641, 49.282283914814265], ""type"": ""Point""}";West End
118;615;HARWOOD ST AND BUTE ST;"{""coordinates"": [-123.1354855136103, 49.28037599574073], ""type"": ""Point""}";West End
118;613;BUTE ST AND BURNABY ST;"{""coordinates"": [-123.13442247527855, 49.28107962595576], ""type"": ""Point""}";West End
114;607;CARDERO ST AND COMOX ST;"{""coordinates"": [-123.13653971357948, 49.28662637544083], ""type"": ""Point""}";West End
110;609;PENDRELL ST AND DENMAN ST;"{""coordinates"": [-123.14074633785215, 49.2879576688667], ""type"": ""Point""}";West End
113;609;BIDWELL ST AND PENDRELL ST;"{""coordinates"": [-123.13917471344935, 49.28693961004812], ""type"": ""Point""}";West End
116;609;PENDRELL ST AND BROUGHTON ST;"{""coordinates"": [-123.13524348891204, 49.28439470413753], ""type"": ""Point""}";West End
050;744;W 39TH AV AND BLENHEIM ST;"{""coordinates"": [-123.17870915474063, 49.23665174353708], ""type"": ""Point""}";Dunbar-Southlands
230;714;KNIGHT ST AND E 27TH AV;"{""coordinates"": [-123.0762237156785, 49.24642948850815], ""type"": ""Point""}";Kensington-Cedar Cottage
235;714;E 27TH AV AND DUMFRIES ST;"{""coordinates"": [-123.07343323442423, 49.246401782537255], ""type"": ""Point""}";Kensington-Cedar Cottage
244;770;KINGSWAY AND COMMERCIAL ST;"{""coordinates"": [-123.06777827535352, 49.24638411773649], ""type"": ""Point""}";Kensington-Cedar Cottage
230;710;E KING EDWARD AV AND KNIGHT ST;"{""coordinates"": [-123.07615220805872, 49.24848078995801], ""type"": ""Point""}";Kensington-Cedar Cottage
230;712;KNIGHT ST AND E 26TH AV;"{""coordinates"": [-123.07618683829804, 49.24748348404132], ""type"": ""Point""}";Kensington-Cedar Cottage
236;711;FLEMING ST AND E 26TH AV;"{""coordinates"": [-123.07203632291608, 49.2478122236222], ""type"": ""Point""}";Kensington-Cedar Cottage
243;770;MILLER ST AND KINGSWAY;"{""coordinates"": [-123.06860645307621, 49.24676741943875], ""type"": ""Point""}";Kensington-Cedar Cottage
092;790;W 49TH AV AND MAPLE ST;"{""coordinates"": [-123.15231940057735, 49.22712337486249], ""type"": ""Point""}";Kerrisdale
092;761;W 46TH AV AND MAPLE ST;"{""coordinates"": [-123.15222361815438, 49.229828790583], ""type"": ""Point""}";Kerrisdale
120;792;W 50TH AV AND ANGUS DRIVE;"{""coordinates"": [-123.14800130380807, 49.22575417838541], ""type"": ""Point""}";Kerrisdale
093;792;W 50TH AV AND LABURNUM ST;"{""coordinates"": [-123.15091019646033, 49.22579203597604], ""type"": ""Point""}";Kerrisdale
050;757;W 44TH AV AND BLENHEIM ST;"{""coordinates"": [-123.17872794113086, 49.23213453987095], ""type"": ""Point""}";Kerrisdale
237;744;ARGYLE ST AND E 39TH AV;"{""coordinates"": [-123.07144618583102, 49.2347311997957], ""type"": ""Point""}";Kensington-Cedar Cottage
243;748;E 40TH AV AND COMMERCIAL ST;"{""coordinates"": [-123.06870171835578, 49.233609465662425], ""type"": ""Point""}";Kensington-Cedar Cottage
243;745;E 39TH AV AND COMMERCIAL ST;"{""coordinates"": [-123.06867261167409, 49.234699851283494], ""type"": ""Point""}";Kensington-Cedar Cottage
236;807;E 56TH AV AND FLEMING ST;"{""coordinates"": [-123.07397530607632, 49.21902118141177], ""type"": ""Point""}";Victoria-Fraserview
237;807;ARGYLE ST AND E 56TH AV;"{""coordinates"": [-123.07198644732242, 49.219009682665245], ""type"": ""Point""}";Victoria-Fraserview
232;806;E 55TH AV AND LANARK ST;"{""coordinates"": [-123.07613025434883, 49.21956712571812], ""type"": ""Point""}";Victoria-Fraserview
244;805;E 55TH AV AND BALMORAL ST;"{""coordinates"": [-123.06844586571657, 49.22033520148248], ""type"": ""Point""}";Victoria-Fraserview
244;807;BALMORAL ST AND E 56TH AV;"{""coordinates"": [-123.06846649286103, 49.21959016477105], ""type"": ""Point""}";Victoria-Fraserview
229;810;E 57TH AV AND CULLODEN ST;"{""coordinates"": [-123.07854662190127, 49.21813739107449], ""type"": ""Point""}";Sunset
226;810;E 57TH AV AND INVERNESS ST;"{""coordinates"": [-123.08006878876407, 49.218146699562396], ""type"": ""Point""}";Sunset
224;810;SHERBROOKE ST AND E 57TH AV;"{""coordinates"": [-123.08159059900865, 49.21815590728646], ""type"": ""Point""}";Sunset
212;810;E 57TH AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08780176729636, 49.218225888000404], ""type"": ""Point""}";Sunset
280;726;EARLES ST AND HORLEY ST;"{""coordinates"": [-123.04681502875, 49.239737391842816], ""type"": ""Point""}";Renfrew-Collingwood
279;722;TODD ST AND EUCLID AV;"{""coordinates"": [-123.04646941898086, 49.241622987658936], ""type"": ""Point""}";Renfrew-Collingwood
278;722;RAVINE ST AND EUCLID AV;"{""coordinates"": [-123.04741066453913, 49.2420024201609], ""type"": ""Point""}";Renfrew-Collingwood
250;739;VICTORIA DRIVE AND E 37TH AV;"{""coordinates"": [-123.06542388135992, 49.236688292410115], ""type"": ""Point""}";Kensington-Cedar Cottage
250;733;VICTORIA DRIVE AND E 34TH AV;"{""coordinates"": [-123.065356606605, 49.23922566414112], ""type"": ""Point""}";Kensington-Cedar Cottage
250;735;E 35TH AV AND VICTORIA DRIVE;"{""coordinates"": [-123.06538112510808, 49.23813020050898], ""type"": ""Point""}";Kensington-Cedar Cottage
250;733;VICTORIA DRIVE AND E 34TH AV;"{""coordinates"": [-123.06536574885259, 49.23894958596763], ""type"": ""Point""}";Kensington-Cedar Cottage
254;736;E 36TH AV AND GLADSTONE ST;"{""coordinates"": [-123.06207597557967, 49.23746833661261], ""type"": ""Point""}";Kensington-Cedar Cottage
195;803;SOPHIA ST AND E 54TH AV;"{""coordinates"": [-123.09973260479083, 49.22101433624914], ""type"": ""Point""}";Sunset
231;799;LANARK ST AND E 53RD AV;"{""coordinates"": [-123.0760461637313, 49.22178213192394], ""type"": ""Point""}";Victoria-Fraserview
243;799;COMMERCIAL ST AND E 53RD AV;"{""coordinates"": [-123.06911609212582, 49.22183639202691], ""type"": ""Point""}";Victoria-Fraserview
271;641;E 6TH AV AND KAMLOOPS ST;"{""coordinates"": [-123.05469773006139, 49.264778668748036], ""type"": ""Point""}";Hastings-Sunrise
277;641;E 6TH AV AND KASLO ST;"{""coordinates"": [-123.04700815255707, 49.26476866827674], ""type"": ""Point""}";Hastings-Sunrise
277;646;KASLO ST AND E 7TH AV;"{""coordinates"": [-123.04701383667404, 49.263865061837656], ""type"": ""Point""}";Hastings-Sunrise
280;646;RENFREW ST AND E 7TH AV;"{""coordinates"": [-123.04427858241243, 49.26385853249875], ""type"": ""Point""}";Hastings-Sunrise
270;648;NANAIMO ST AND E 8TH AV;"{""coordinates"": [-123.0565998193684, 49.26297181252836], ""type"": ""Point""}";Grandview-Woodland
267;703;E 24TH AV AND BRANT ST;"{""coordinates"": [-123.05797424262092, 49.248838026900906], ""type"": ""Point""}";Kensington-Cedar Cottage
300;646;E 7TH AV AND RUPERT ST;"{""coordinates"": [-123.03375379498337, 49.26382079855252], ""type"": ""Point""}";Hastings-Sunrise
305;650;LOUGHEED HIGHWAY AND SKEENA ST;"{""coordinates"": [-123.02848487870641, 49.2634558160238], ""type"": ""Point""}";Hastings-Sunrise
255;648;E 8TH AV AND SEMLIN DRIVE;"{""coordinates"": [-123.06394277196794, 49.26322528994865], ""type"": ""Point""}";Grandview-Woodland
280;634;RENFREW ST AND E 4TH AV;"{""coordinates"": [-123.0442588445649, 49.26667032311497], ""type"": ""Point""}";Hastings-Sunrise
302;633;E 3RD AV AND CASSIAR ST;"{""coordinates"": [-123.03099607484525, 49.26754849878768], ""type"": ""Point""}";Hastings-Sunrise
253;634;VICTORIA DRIVE AND E 4TH AV;"{""coordinates"": [-123.06582128080592, 49.266856066002575], ""type"": ""Point""}";Grandview-Woodland
113;612;BIDWELL ST AND DAVIE ST;"{""coordinates"": [-123.14023745301124, 49.286236171086266], ""type"": ""Point""}";West End
109;617;DAVIE ST AND BEACH AV;"{""coordinates"": [-123.1424103244517, 49.287642337383495], ""type"": ""Point""}";West End
110;617;DENMAN ST AND BEACH AV;"{""coordinates"": [-123.14237526090484, 49.286879023411096], ""type"": ""Point""}";West End
115;613;NICOLA ST AND BURNABY ST;"{""coordinates"": [-123.13854847900126, 49.283751312697035], ""type"": ""Point""}";West End
110;603;HARO ST AND DENMAN ST;"{""coordinates"": [-123.13649607420271, 49.290773082606236], ""type"": ""Point""}";West End
110;605;BARCLAY ST AND DENMAN ST;"{""coordinates"": [-123.13755898794358, 49.290069209824395], ""type"": ""Point""}";West End
119;617;THURLOW ST AND BEACH AV;"{""coordinates"": [-123.1354328320829, 49.27758133498564], ""type"": ""Point""}";West End
119;615;HARWOOD ST AND THURLOW ST;"{""coordinates"": [-123.13332368252489, 49.27897707891235], ""type"": ""Point""}";West End
118;616;BUTE ST AND PACIFIC ST;"{""coordinates"": [-123.13654835648317, 49.27967227492515], ""type"": ""Point""}";West End
081;744;W 39TH AV AND YEW ST;"{""coordinates"": [-123.15845231024284, 49.2364818520665], ""type"": ""Point""}";Arbutus-Ridge
077;750;LARCH ST AND W 41ST AV;"{""coordinates"": [-123.16274611005062, 49.23468661916164], ""type"": ""Point""}";Arbutus-Ridge
073;750;TRAFALGAR ST AND W 41ST AV;"{""coordinates"": [-123.16587287159922, 49.23473444335095], ""type"": ""Point""}";Arbutus-Ridge
078;755;BALSAM ST AND W 43RD AV;"{""coordinates"": [-123.1614052712578, 49.23280765533661], ""type"": ""Point""}";Kerrisdale
077;755;LARCH ST AND W 43RD AV;"{""coordinates"": [-123.16281331830508, 49.23282939094817], ""type"": ""Point""}";Kerrisdale
074;755;W 43RD AV AND ELM ST;"{""coordinates"": [-123.16422302410207, 49.232849748756], ""type"": ""Point""}";Kerrisdale
073;755;W 43RD AV AND TRAFALGAR ST;"{""coordinates"": [-123.1657650968778, 49.232875638474546], ""type"": ""Point""}";Kerrisdale
074;739;W 37TH AV AND ELM ST;"{""coordinates"": [-123.16402213714984, 49.23843069803066], ""type"": ""Point""}";Arbutus-Ridge
109;607;GILFORD ST AND COMOX ST;"{""coordinates"": [-123.14125765289371, 49.289679799588136], ""type"": ""Point""}";West End
108;609;CHILCO ST AND PENDRELL ST;"{""coordinates"": [-123.1436943528449, 49.28986635040628], ""type"": ""Point""}";West End
098;624;OGDEN AV AND CHESTNUT ST;"{""coordinates"": [-123.14619449407705, 49.27676872812532], ""type"": ""Point""}";Kitsilano
122;739;MARGUERITE ST AND W 37TH AV;"{""coordinates"": [-123.144249331096, 49.23812747542479], ""type"": ""Point""}";Shaughnessy
186;580;POWELL ST AND COLUMBIA ST;"{""coordinates"": [-123.10217530763772, 49.28323850594199], ""type"": ""Point""}";Downtown
090;724;W 32ND AV AND ARBUTUS ST;"{""coordinates"": [-123.15342539080595, 49.24301216974117], ""type"": ""Point""}";Arbutus-Ridge
091;752;EAST BOULEVARD AND W 42ND AV;"{""coordinates"": [-123.15504433346955, 49.23359550073324], ""type"": ""Point""}";Kerrisdale
091;735;EAST BOULEVARD AND W 35TH AV;"{""coordinates"": [-123.15445390997738, 49.24006849123703], ""type"": ""Point""}";Shaughnessy
090;717;ARBUTUS ST AND NANTON AV;"{""coordinates"": [-123.1532522667572, 49.24763371154917], ""type"": ""Point""}";Arbutus-Ridge
093;717;NANTON AV AND MAPLE ST;"{""coordinates"": [-123.15181691248252, 49.24761164333798], ""type"": ""Point""}";Arbutus-Ridge
120;717;NANTON AV AND PINE CRESCENT;"{""coordinates"": [-123.14758910694, 49.24754519578177], ""type"": ""Point""}";Shaughnessy
172;589;ABBOTT ST AND W CORDOVA ST;"{""coordinates"": [-123.10678798525703, 49.28293019033449], ""type"": ""Point""}";Downtown
093;722;VALLEY DRIVE AND W 30TH AV;"{""coordinates"": [-123.15237008334225, 49.24475100586297], ""type"": ""Point""}";Arbutus-Ridge
095;722;MAPLE ST AND W 30TH AV;"{""coordinates"": [-123.14769541924191, 49.24464925074467], ""type"": ""Point""}";Shaughnessy
121;725;W 32ND AV AND ANGUS DRIVE;"{""coordinates"": [-123.14548801400349, 49.24356027258613], ""type"": ""Point""}";Shaughnessy
120;725;PINE CRESCENT AND W 32ND AV;"{""coordinates"": [-123.14695747680742, 49.24358396817932], ""type"": ""Point""}";Shaughnessy
121;735;ANGUS DRIVE AND W 35TH AV;"{""coordinates"": [-123.14559929192808, 49.239935706455455], ""type"": ""Point""}";Shaughnessy
092;737;MAPLE ST AND W 36TH AV;"{""coordinates"": [-123.15188360818283, 49.239136366479656], ""type"": ""Point""}";Shaughnessy
121;737;ANGUS DRIVE AND W 36TH AV;"{""coordinates"": [-123.14563197215521, 49.239042419374435], ""type"": ""Point""}";Shaughnessy
122;737;W 36TH AV AND MARGUERITE ST;"{""coordinates"": [-123.14421830245264, 49.23902074219677], ""type"": ""Point""}";Shaughnessy
120;730;PINE CRESCENT AND W 33RD AV;"{""coordinates"": [-123.14680513242301, 49.241983107985526], ""type"": ""Point""}";Shaughnessy
092;733;LINDEN ROAD AND ASPEN AV;"{""coordinates"": [-123.15197298050312, 49.24122080702289], ""type"": ""Point""}";Arbutus-Ridge
090;730;W 33RD AV AND ARBUTUS ST;"{""coordinates"": [-123.15345963245156, 49.242100204681634], ""type"": ""Point""}";Arbutus-Ridge
219;598;RAYMUR AV AND UNION ST;"{""coordinates"": [-123.08328015417761, 49.27737306148925], ""type"": ""Point""}";Strathcona
130;810;GRANVILLE ST AND W 57TH AV;"{""coordinates"": [-123.14014745181252, 49.21935074073185], ""type"": ""Point""}";Oakridge
124;810;W 57TH AV AND ADERA ST;"{""coordinates"": [-123.14379919679848, 49.21939733668334], ""type"": ""Point""}";Kerrisdale
135;802;CARTIER ST AND W 54TH AV;"{""coordinates"": [-123.13765656215428, 49.22167222310388], ""type"": ""Point""}";Oakridge
130;802;GRANVILLE ST AND W 54TH AV;"{""coordinates"": [-123.14005345017894, 49.22170641143735], ""type"": ""Point""}";Oakridge
170;802;W 54TH AV AND CAMBIE ST;"{""coordinates"": [-123.11666482689172, 49.22175013035132], ""type"": ""Point""}";Oakridge
157;802;W 54TH AV AND NEAL ST;"{""coordinates"": [-123.12251907291214, 49.22148381826226], ""type"": ""Point""}";Oakridge
156;802;W 54TH AV AND HEATHER ST;"{""coordinates"": [-123.12374886117878, 49.22147431266537], ""type"": ""Point""}";Oakridge
120;648;W 8TH AV AND BURRARD ST;"{""coordinates"": [-123.14572413900142, 49.26462535670058], ""type"": ""Point""}";Kitsilano
170;810;CAMBIE ST AND W 57TH AV;"{""coordinates"": [-123.11677104318774, 49.21905362666441], ""type"": ""Point""}";Oakridge
153;810;W 57TH AV AND LAUREL ST;"{""coordinates"": [-123.12615355941792, 49.219173068041954], ""type"": ""Point""}";Oakridge
150;810;OAK ST AND W 57TH AV;"{""coordinates"": [-123.12859060070721, 49.21920403214059], ""type"": ""Point""}";Oakridge
150;803;W 55TH AV AND OAK ST;"{""coordinates"": [-123.12852772532659, 49.220508623953215], ""type"": ""Point""}";Oakridge
144;810;HUDSON ST AND W 57TH AV;"{""coordinates"": [-123.13401161427095, 49.21927270191848], ""type"": ""Point""}";Oakridge
144;811;HUDSON ST AND W 58TH AV;"{""coordinates"": [-123.13404814135454, 49.218251767504086], ""type"": ""Point""}";Marpole
318;770;LINCOLN ST AND KINGSWAY;"{""coordinates"": [-123.02591393171996, 49.23219406215256], ""type"": ""Point""}";Renfrew-Collingwood
090;642;ARBUTUS ST AND W 5TH AV;"{""coordinates"": [-123.15279851963642, 49.267273949890246], ""type"": ""Point""}";Kitsilano
095;626;MAPLE ST AND WHYTE AV;"{""coordinates"": [-123.15009301130733, 49.27537301972692], ""type"": ""Point""}";Kitsilano
095;642;W 5TH AV AND MAPLE ST;"{""coordinates"": [-123.15039899013625, 49.26723533348316], ""type"": ""Point""}";Kitsilano
265;634;E 4TH AV AND TEMPLETON DRIVE;"{""coordinates"": [-123.06000892108354, 49.26673386484029], ""type"": ""Point""}";Grandview-Woodland
250;770;VICTORIA DRIVE AND KINGSWAY;"{""coordinates"": [-123.06515328208691, 49.245164525116316], ""type"": ""Point""}";Kensington-Cedar Cottage
263;704;E 26TH AV AND SIDNEY ST;"{""coordinates"": [-123.06272126020446, 49.24762156025367], ""type"": ""Point""}";Kensington-Cedar Cottage
250;704;VICTORIA DRIVE AND E 26TH AV;"{""coordinates"": [-123.06508367909379, 49.247632577017164], ""type"": ""Point""}";Kensington-Cedar Cottage
250;702;E 23RD AV AND VICTORIA DRIVE;"{""coordinates"": [-123.06503403892245, 49.2493924404076], ""type"": ""Point""}";Kensington-Cedar Cottage
270;708;NANAIMO ST AND E 28TH AV;"{""coordinates"": [-123.05664955681412, 49.24544812094523], ""type"": ""Point""}";Kensington-Cedar Cottage
270;705;E 27TH AV AND NANAIMO ST;"{""coordinates"": [-123.05664663583921, 49.24670208467485], ""type"": ""Point""}";Kensington-Cedar Cottage
267;705;E 27TH AV AND BRANT ST;"{""coordinates"": [-123.05804534945811, 49.24671624151935], ""type"": ""Point""}";Kensington-Cedar Cottage
038;830;SW MARINE DRIVE AND ALMA ST;"{""coordinates"": [-123.18691116711446, 49.231187359601584], ""type"": ""Point""}";Dunbar-Southlands
038;830;ALMA ST AND W 48TH AV;"{""coordinates"": [-123.18697908354363, 49.228306768363055], ""type"": ""Point""}";Dunbar-Southlands
040;769;W 48TH AV AND DUNBAR ST;"{""coordinates"": [-123.18547699649304, 49.22829826063368], ""type"": ""Point""}";Dunbar-Southlands
050;790;BLENHEIM ST AND W 49TH AV;"{""coordinates"": [-123.17879770978732, 49.22743507262078], ""type"": ""Point""}";Kerrisdale
050;830;W 48TH AV AND BLENHEIM ST;"{""coordinates"": [-123.17877133414838, 49.22851856622886], ""type"": ""Point""}";Kerrisdale
045;830;GLENDALOUGH PLACE AND SW MARINE DRIVE;"{""coordinates"": [-123.1803359095017, 49.23014676881962], ""type"": ""Point""}";Dunbar-Southlands
263;707;E 28TH AV AND SIDNEY ST;"{""coordinates"": [-123.06277932041648, 49.24581800290762], ""type"": ""Point""}";Kensington-Cedar Cottage
304;704;E 26TH AV AND SKEENA ST;"{""coordinates"": [-123.02854734054381, 49.24707238024517], ""type"": ""Point""}";Renfrew-Collingwood
304;703;SKEENA ST AND E 25TH AV;"{""coordinates"": [-123.02854368889427, 49.24788832938488], ""type"": ""Point""}";Renfrew-Collingwood
119;612;THURLOW ST AND DAVIE ST;"{""coordinates"": [-123.13119696849375, 49.28038405688184], ""type"": ""Point""}";West End
148;602;HOMER ST AND ROBSON ST;"{""coordinates"": [-123.1168878358852, 49.27946306417085], ""type"": ""Point""}";Downtown
156;600;W GEORGIA ST AND HAMILTON ST;"{""coordinates"": [-123.11421616157196, 49.27996723521802], ""type"": ""Point""}";Downtown
279;759;E 46TH AV AND VIVIAN ST;"{""coordinates"": [-123.05012858754866, 49.22845264730046], ""type"": ""Point""}";Victoria-Fraserview
278;759;WALES ST AND E 46TH AV;"{""coordinates"": [-123.05166481427733, 49.22846182026184], ""type"": ""Point""}";Victoria-Fraserview
279;762;E 47TH AV AND VIVIAN ST;"{""coordinates"": [-123.05017592258406, 49.22754854015912], ""type"": ""Point""}";Victoria-Fraserview
